timestamp,api,threshold,admitted_rps
2026-09-10T22:02:28Z,postcart,10000.0,0.0
2026-09-10T22:02:28Z,emptycart,10000.0,0.0
2026-09-10T22:02:29Z,getproduct,10000.0,0.0
2026-09-10T22:02:29Z,postcheckout,10000.0,0.0
2026-09-10T22:02:29Z,getcart,10000.0,0.0
2026-09-10T22:02:29Z,postcart,10000.0,0.0
2026-09-10T22:02:29Z,emptycart,10000.0,0.0
2026-09-10T22:02:30Z,getproduct,10000.0,0.0
2026-09-10T22:02:30Z,postcheckout,10000.0,0.0
2026-09-10T22:02:30Z,getcart,10000.0,0.0
2026-09-10T22:02:30Z,postcart,10000.0,0.0
2026-09-10T22:02:30Z,emptycart,10000.0,0.0
2026-09-10T22:02:31Z,getproduct,10000.0,0.0
2026-09-10T22:02:31Z,postcheckout,10000.0,0.0
2026-09-10T22:02:31Z,getcart,10000.0,0.0
2026-09-10T22:02:31Z,postcart,10000.0,0.0
2026-09-10T22:02:31Z,emptycart,10000.0,0.0
2026-09-10T22:02:32Z,getproduct,10000.0,0.0
2026-09-10T22:02:32Z,postcheckout,10000.0,0.0
2026-09-10T22:02:32Z,getcart,10000.0,0.0
2026-09-10T22:02:32Z,postcart,10000.0,0.0
2026-09-10T22:02:32Z,emptycart,10000.0,0.0
2026-09-10T22:02:33Z,getproduct,10000.0,0.0
2026-09-10T22:02:33Z,postcheckout,10000.0,0.0
2026-09-10T22:02:33Z,getcart,10000.0,0.0
2026-09-10T22:02:33Z,postcart,10000.0,0.0
2026-09-10T22:02:33Z,emptycart,10000.0,0.0
2026-09-10T22:02:34Z,getproduct,10000.0,0.0
2026-09-10T22:02:34Z,postcheckout,10000.0,0.0
2026-09-10T22:02:34Z,getcart,10000.0,0.0
2026-09-10T22:02:34Z,postcart,10000.0,0.0
2026-09-10T22:02:34Z,emptycart,10000.0,0.0
2026-09-10T22:02:35Z,getproduct,10000.0,0.0
2026-09-10T22:02:35Z,postcheckout,10000.0,0.0
2026-09-10T22:02:35Z,getcart,10000.0,0.0
2026-09-10T22:02:35Z,postcart,10000.0,0.0
2026-09-10T22:02:35Z,emptycart,10000.0,0.0
2026-09-10T22:02:36Z,getproduct,10000.0,22.0
2026-09-10T22:02:36Z,postcheckout,10000.0,1.0
2026-09-10T22:02:36Z,getcart,10000.0,13.0
2026-09-10T22:02:36Z,postcart,10000.0,7.0
2026-09-10T22:02:36Z,emptycart,10000.0,4.0
2026-09-10T22:02:37Z,getproduct,10000.0,48.0
2026-09-10T22:02:37Z,postcheckout,10000.0,2.0
2026-09-10T22:02:37Z,getcart,10000.0,40.0
2026-09-10T22:02:37Z,postcart,10000.0,20.0
2026-09-10T22:02:37Z,emptycart,10000.0,16.0
2026-09-10T22:02:38Z,getproduct,10000.0,73.0
2026-09-10T22:02:38Z,postcheckout,10000.0,4.0
2026-09-10T22:02:38Z,getcart,10000.0,62.0
2026-09-10T22:02:38Z,postcart,10000.0,35.0
2026-09-10T22:02:38Z,emptycart,10000.0,30.0
2026-09-10T22:02:39Z,getproduct,10000.0,99.0
2026-09-10T22:02:39Z,postcheckout,10000.0,8.0
2026-09-10T22:02:39Z,getcart,10000.0,104.0
2026-09-10T22:02:39Z,postcart,10000.0,57.0
2026-09-10T22:02:39Z,emptycart,10000.0,50.0
2026-09-10T22:02:40Z,getproduct,10000.0,102.0
2026-09-10T22:02:40Z,postcheckout,10000.0,10.0
2026-09-10T22:02:40Z,getcart,10000.0,129.0
2026-09-10T22:02:40Z,postcart,10000.0,68.0
2026-09-10T22:02:40Z,emptycart,10000.0,60.0
2026-09-10T22:02:41Z,getproduct,10000.0,104.0
2026-09-10T22:02:41Z,postcheckout,10000.0,14.0
2026-09-10T22:02:41Z,getcart,10000.0,150.0
2026-09-10T22:02:41Z,postcart,10000.0,76.0
2026-09-10T22:02:41Z,emptycart,10000.0,75.0
2026-09-10T22:02:42Z,getproduct,10000.0,104.0
2026-09-10T22:02:42Z,postcheckout,10000.0,16.0
2026-09-10T22:02:42Z,getcart,10000.0,162.0
2026-09-10T22:02:42Z,postcart,10000.0,78.0
2026-09-10T22:02:42Z,emptycart,10000.0,74.0
2026-09-10T22:02:43Z,getproduct,10000.0,90.0
2026-09-10T22:02:43Z,postcheckout,10000.0,18.0
2026-09-10T22:02:43Z,getcart,10000.0,157.0
2026-09-10T22:02:43Z,postcart,10000.0,74.0
2026-09-10T22:02:43Z,emptycart,10000.0,70.0
2026-09-10T22:02:44Z,getproduct,10000.0,91.0
2026-09-10T22:02:44Z,postcheckout,10000.0,20.0
2026-09-10T22:02:44Z,getcart,10000.0,157.0
2026-09-10T22:02:44Z,postcart,10000.0,78.0
2026-09-10T22:02:44Z,emptycart,10000.0,76.0
2026-09-10T22:02:45Z,getproduct,10000.0,92.0
2026-09-10T22:02:45Z,postcheckout,10000.0,20.0
2026-09-10T22:02:45Z,getcart,10000.0,150.0
2026-09-10T22:02:45Z,postcart,10000.0,79.0
2026-09-10T22:02:45Z,emptycart,10000.0,70.0
2026-09-10T22:02:46Z,getproduct,10000.0,93.0
2026-09-10T22:02:46Z,postcheckout,10000.0,20.0
2026-09-10T22:02:46Z,getcart,10000.0,157.0
2026-09-10T22:02:46Z,postcart,10000.0,84.0
2026-09-10T22:02:46Z,emptycart,10000.0,76.0
2026-09-10T22:02:47Z,getproduct,10000.0,110.0
2026-09-10T22:02:47Z,postcheckout,10000.0,20.0
2026-09-10T22:02:47Z,getcart,10000.0,158.0
2026-09-10T22:02:47Z,postcart,10000.0,86.0
2026-09-10T22:02:47Z,emptycart,10000.0,84.0
2026-09-10T22:02:48Z,getproduct,10000.0,110.0
2026-09-10T22:02:48Z,postcheckout,10000.0,20.0
2026-09-10T22:02:48Z,getcart,10000.0,160.0
2026-09-10T22:02:48Z,postcart,10000.0,86.0
2026-09-10T22:02:48Z,emptycart,10000.0,85.0
2026-09-10T22:02:49Z,getproduct,10000.0,112.0
2026-09-10T22:02:49Z,postcheckout,10000.0,20.0
2026-09-10T22:02:49Z,getcart,10000.0,165.0
2026-09-10T22:02:49Z,postcart,10000.0,85.0
2026-09-10T22:02:49Z,emptycart,10000.0,85.0
2026-09-10T22:02:50Z,getproduct,10000.0,112.0
2026-09-10T22:02:50Z,postcheckout,10000.0,20.0
2026-09-10T22:02:50Z,getcart,10000.0,167.0
2026-09-10T22:02:50Z,postcart,10000.0,88.0
2026-09-10T22:02:50Z,emptycart,10000.0,82.0
2026-09-10T22:02:51Z,getproduct,10000.0,114.0
2026-09-10T22:02:51Z,postcheckout,10000.0,20.0
2026-09-10T22:02:51Z,getcart,10000.0,169.0
2026-09-10T22:02:51Z,postcart,10000.0,92.0
2026-09-10T22:02:51Z,emptycart,10000.0,80.0
2026-09-10T22:02:52Z,getproduct,10000.0,114.0
2026-09-10T22:02:52Z,postcheckout,10000.0,20.0
2026-09-10T22:02:52Z,getcart,10000.0,158.0
2026-09-10T22:02:52Z,postcart,10000.0,91.0
2026-09-10T22:02:52Z,emptycart,10000.0,81.0
2026-09-10T22:02:53Z,getproduct,10000.0,116.0
2026-09-10T22:02:53Z,postcheckout,10000.0,20.0
2026-09-10T22:02:53Z,getcart,10000.0,163.0
2026-09-10T22:02:53Z,postcart,10000.0,94.0
2026-09-10T22:02:53Z,emptycart,10000.0,88.0
2026-09-10T22:02:54Z,getproduct,10000.0,116.0
2026-09-10T22:02:54Z,postcheckout,10000.0,20.0
2026-09-10T22:02:54Z,getcart,10000.0,164.0
2026-09-10T22:02:54Z,postcart,10000.0,90.0
2026-09-10T22:02:54Z,emptycart,10000.0,94.0
2026-09-10T22:02:55Z,getproduct,10000.0,118.0
2026-09-10T22:02:55Z,postcheckout,10000.0,20.0
2026-09-10T22:02:55Z,getcart,10000.0,165.0
2026-09-10T22:02:55Z,postcart,10000.0,86.0
2026-09-10T22:02:55Z,emptycart,10000.0,98.0
2026-09-10T22:02:56Z,getproduct,10000.0,118.0
2026-09-10T22:02:56Z,postcheckout,10000.0,20.0
2026-09-10T22:02:56Z,getcart,10000.0,180.0
2026-09-10T22:02:56Z,postcart,10000.0,87.0
2026-09-10T22:02:56Z,emptycart,10000.0,98.0
2026-09-10T22:02:57Z,getproduct,10000.0,120.0
2026-09-10T22:02:57Z,postcheckout,10000.0,20.0
2026-09-10T22:02:57Z,getcart,10000.0,174.0
2026-09-10T22:02:57Z,postcart,10000.0,86.0
2026-09-10T22:02:57Z,emptycart,10000.0,94.0
2026-09-10T22:02:58Z,getproduct,10000.0,120.0
2026-09-10T22:02:58Z,postcheckout,10000.0,20.0
2026-09-10T22:02:58Z,getcart,10000.0,176.0
2026-09-10T22:02:58Z,postcart,10000.0,87.0
2026-09-10T22:02:58Z,emptycart,10000.0,94.0
2026-09-10T22:02:59Z,getproduct,10000.0,114.0
2026-09-10T22:02:59Z,postcheckout,10000.0,20.0
2026-09-10T22:02:59Z,getcart,10000.0,171.0
2026-09-10T22:02:59Z,postcart,10000.0,92.0
2026-09-10T22:02:59Z,emptycart,10000.0,84.0
2026-09-10T22:03:00Z,getproduct,10000.0,116.0
2026-09-10T22:03:00Z,postcheckout,10000.0,20.0
2026-09-10T22:03:00Z,getcart,10000.0,165.0
2026-09-10T22:03:00Z,postcart,10000.0,96.0
2026-09-10T22:03:00Z,emptycart,10000.0,88.0
2026-09-10T22:03:01Z,getproduct,10000.0,112.0
2026-09-10T22:03:01Z,postcheckout,10000.0,20.0
2026-09-10T22:03:01Z,getcart,10000.0,164.0
2026-09-10T22:03:01Z,postcart,10000.0,90.0
2026-09-10T22:03:01Z,emptycart,10000.0,84.0
2026-09-10T22:03:02Z,getproduct,10000.0,113.0
2026-09-10T22:03:02Z,postcheckout,10000.0,20.0
2026-09-10T22:03:02Z,getcart,10000.0,165.0
2026-09-10T22:03:02Z,postcart,10000.0,92.0
2026-09-10T22:03:02Z,emptycart,10000.0,84.0
2026-09-10T22:03:03Z,getproduct,10000.0,120.0
2026-09-10T22:03:03Z,postcheckout,10000.0,20.0
2026-09-10T22:03:03Z,getcart,10000.0,165.0
2026-09-10T22:03:03Z,postcart,10000.0,90.0
2026-09-10T22:03:03Z,emptycart,10000.0,88.0
2026-09-10T22:03:04Z,getproduct,10000.0,122.0
2026-09-10T22:03:04Z,postcheckout,10000.0,20.0
2026-09-10T22:03:04Z,getcart,10000.0,169.0
2026-09-10T22:03:04Z,postcart,10000.0,86.0
2026-09-10T22:03:04Z,emptycart,10000.0,91.0
2026-09-10T22:03:05Z,getproduct,10000.0,126.0
2026-09-10T22:03:05Z,postcheckout,10000.0,20.0
2026-09-10T22:03:05Z,getcart,10000.0,174.0
2026-09-10T22:03:05Z,postcart,10000.0,91.0
2026-09-10T22:03:05Z,emptycart,10000.0,95.0
2026-09-10T22:03:06Z,getproduct,10000.0,122.0
2026-09-10T22:03:06Z,postcheckout,10000.0,20.0
2026-09-10T22:03:06Z,getcart,10000.0,176.0
2026-09-10T22:03:06Z,postcart,10000.0,93.0
2026-09-10T22:03:06Z,emptycart,10000.0,94.0
2026-09-10T22:03:07Z,getproduct,10000.0,118.0
2026-09-10T22:03:07Z,postcheckout,10000.0,20.0
2026-09-10T22:03:07Z,getcart,10000.0,186.0
2026-09-10T22:03:07Z,postcart,10000.0,92.0
2026-09-10T22:03:07Z,emptycart,10000.0,97.0
2026-09-10T22:03:08Z,getproduct,10000.0,108.0
2026-09-10T22:03:08Z,postcheckout,10000.0,19.0
2026-09-10T22:03:08Z,getcart,10000.0,186.0
2026-09-10T22:03:08Z,postcart,10000.0,88.0
2026-09-10T22:03:08Z,emptycart,10000.0,90.0
2026-09-10T22:03:09Z,getproduct,10000.0,111.0
2026-09-10T22:03:09Z,postcheckout,10000.0,19.0
2026-09-10T22:03:09Z,getcart,10000.0,186.0
2026-09-10T22:03:09Z,postcart,10000.0,92.0
2026-09-10T22:03:09Z,emptycart,10000.0,91.0
2026-09-10T22:03:10Z,getproduct,10000.0,116.0
2026-09-10T22:03:10Z,postcheckout,10000.0,19.0
2026-09-10T22:03:10Z,getcart,10000.0,184.0
2026-09-10T22:03:10Z,postcart,10000.0,89.0
2026-09-10T22:03:10Z,emptycart,10000.0,94.0
2026-09-10T22:03:11Z,getproduct,10000.0,120.0
2026-09-10T22:03:11Z,postcheckout,10000.0,18.0
2026-09-10T22:03:11Z,getcart,10000.0,187.0
2026-09-10T22:03:11Z,postcart,10000.0,91.0
2026-09-10T22:03:11Z,emptycart,10000.0,90.0
2026-09-10T22:03:12Z,getproduct,10000.0,126.0
2026-09-10T22:03:12Z,postcheckout,10000.0,19.0
2026-09-10T22:03:12Z,getcart,10000.0,188.0
2026-09-10T22:03:12Z,postcart,10000.0,95.0
2026-09-10T22:03:12Z,emptycart,10000.0,92.0
2026-09-10T22:03:13Z,getproduct,10000.0,128.0
2026-09-10T22:03:13Z,postcheckout,10000.0,19.0
2026-09-10T22:03:13Z,getcart,10000.0,186.0
2026-09-10T22:03:13Z,postcart,10000.0,97.0
2026-09-10T22:03:13Z,emptycart,10000.0,93.0
2026-09-10T22:03:14Z,getproduct,10000.0,126.0
2026-09-10T22:03:14Z,postcheckout,10000.0,19.0
2026-09-10T22:03:14Z,getcart,10000.0,187.0
2026-09-10T22:03:14Z,postcart,10000.0,96.0
2026-09-10T22:03:14Z,emptycart,10000.0,93.0
2026-09-10T22:03:15Z,getproduct,10000.0,126.0
2026-09-10T22:03:15Z,postcheckout,10000.0,20.0
2026-09-10T22:03:15Z,getcart,10000.0,190.0
2026-09-10T22:03:15Z,postcart,10000.0,98.0
2026-09-10T22:03:15Z,emptycart,10000.0,95.0
2026-09-10T22:03:16Z,getproduct,10000.0,124.0
2026-09-10T22:03:16Z,postcheckout,10000.0,20.0
2026-09-10T22:03:16Z,getcart,10000.0,197.0
2026-09-10T22:03:16Z,postcart,10000.0,101.0
2026-09-10T22:03:16Z,emptycart,10000.0,92.0
2026-09-10T22:03:17Z,getproduct,0.0,0.0
2026-09-10T22:03:17Z,postcheckout,0.0,0.0
2026-09-10T22:03:17Z,getcart,0.0,0.0
2026-09-10T22:03:17Z,postcart,0.0,0.0
2026-09-10T22:03:17Z,emptycart,0.0,0.0
2026-09-10T22:03:19Z,getproduct,0.0,0.0
2026-09-10T22:03:19Z,postcheckout,0.0,0.0
2026-09-10T22:03:19Z,getcart,0.0,0.0
2026-09-10T22:03:19Z,postcart,0.0,0.0
2026-09-10T22:03:19Z,emptycart,0.0,0.0
2026-09-10T22:03:21Z,getproduct,0.0,0.0
2026-09-10T22:03:21Z,postcheckout,0.0,0.0
2026-09-10T22:03:21Z,getcart,0.0,0.0
2026-09-10T22:03:21Z,postcart,0.0,0.0
2026-09-10T22:03:21Z,emptycart,0.0,0.0
2026-09-10T22:03:23Z,getproduct,0.0,0.0
2026-09-10T22:03:23Z,postcheckout,0.0,0.0
2026-09-10T22:03:23Z,getcart,0.0,0.0
2026-09-10T22:03:23Z,postcart,0.0,0.0
2026-09-10T22:03:23Z,emptycart,0.0,0.0
2026-09-10T22:03:25Z,getproduct,0.0,0.0
2026-09-10T22:03:25Z,postcheckout,0.0,0.0
2026-09-10T22:03:25Z,getcart,0.0,0.0
2026-09-10T22:03:25Z,postcart,0.0,0.0
2026-09-10T22:03:25Z,emptycart,0.0,0.0
2026-09-10T22:03:27Z,getproduct,0.0,0.0
2026-09-10T22:03:27Z,postcheckout,0.0,0.0
2026-09-10T22:03:27Z,getcart,0.0,0.0
2026-09-10T22:03:27Z,postcart,0.0,0.0
2026-09-10T22:03:27Z,emptycart,0.0,0.0
2026-09-10T22:03:29Z,getproduct,0.0,0.0
2026-09-10T22:03:29Z,postcheckout,0.0,0.0
2026-09-10T22:03:29Z,getcart,0.0,0.0
2026-09-10T22:03:29Z,postcart,0.0,0.0
2026-09-10T22:03:29Z,emptycart,0.0,0.0
2026-09-10T22:03:31Z,getproduct,0.0,0.0
2026-09-10T22:03:31Z,postcheckout,0.0,0.0
2026-09-10T22:03:31Z,getcart,0.0,0.0
2026-09-10T22:03:31Z,postcart,0.0,0.0
2026-09-10T22:03:31Z,emptycart,0.0,0.0
2026-09-10T22:03:33Z,getproduct,0.0,0.0
2026-09-10T22:03:33Z,postcheckout,0.0,0.0
2026-09-10T22:03:33Z,getcart,0.0,0.0
2026-09-10T22:03:33Z,postcart,0.0,0.0
2026-09-10T22:03:33Z,emptycart,0.0,0.0
2026-09-10T22:03:35Z,getproduct,0.0,0.0
2026-09-10T22:03:35Z,postcheckout,0.0,0.0
2026-09-10T22:03:35Z,getcart,0.0,0.0
2026-09-10T22:03:35Z,postcart,0.0,0.0
2026-09-10T22:03:35Z,emptycart,0.0,0.0
2026-09-10T22:03:37Z,getproduct,0.0,0.0
2026-09-10T22:03:37Z,postcheckout,0.0,0.0
2026-09-10T22:03:37Z,getcart,0.0,0.0
2026-09-10T22:03:37Z,postcart,0.0,0.0
2026-09-10T22:03:37Z,emptycart,0.0,0.0
2026-09-10T22:03:39Z,getproduct,0.0,0.0
2026-09-10T22:03:39Z,postcheckout,0.0,0.0
2026-09-10T22:03:39Z,getcart,0.0,0.0
2026-09-10T22:03:39Z,postcart,0.0,0.0
2026-09-10T22:03:39Z,emptycart,0.0,0.0
2026-09-10T22:03:41Z,getproduct,0.0,0.0
2026-09-10T22:03:41Z,postcheckout,0.0,0.0
2026-09-10T22:03:41Z,getcart,0.0,0.0
2026-09-10T22:03:41Z,postcart,0.0,0.0
2026-09-10T22:03:41Z,emptycart,0.0,0.0
2026-09-10T22:03:43Z,getproduct,0.0,0.0
2026-09-10T22:03:43Z,postcheckout,0.0,0.0
2026-09-10T22:03:43Z,getcart,0.0,0.0
2026-09-10T22:03:43Z,postcart,0.0,0.0
2026-09-10T22:03:43Z,emptycart,0.0,0.0
2026-09-10T22:03:45Z,getproduct,0.0,0.0
2026-09-10T22:03:45Z,postcheckout,0.0,0.0
2026-09-10T22:03:45Z,getcart,0.0,0.0
2026-09-10T22:03:45Z,postcart,0.0,0.0
2026-09-10T22:03:45Z,emptycart,0.0,0.0
2026-09-10T22:03:47Z,getproduct,0.0,0.0
2026-09-10T22:03:47Z,postcheckout,0.0,0.0
2026-09-10T22:03:47Z,getcart,0.0,0.0
2026-09-10T22:03:47Z,postcart,0.0,0.0
2026-09-10T22:03:47Z,emptycart,0.0,0.0
2026-09-10T22:03:49Z,getproduct,0.0,0.0
2026-09-10T22:03:49Z,postcheckout,0.0,0.0
2026-09-10T22:03:49Z,getcart,0.0,0.0
2026-09-10T22:03:49Z,postcart,0.0,0.0
2026-09-10T22:03:49Z,emptycart,0.0,0.0
2026-09-10T22:03:51Z,getproduct,0.0,0.0
2026-09-10T22:03:51Z,postcheckout,0.0,0.0
2026-09-10T22:03:51Z,getcart,0.0,0.0
2026-09-10T22:03:51Z,postcart,0.0,0.0
2026-09-10T22:03:51Z,emptycart,0.0,0.0
2026-09-10T22:03:53Z,getproduct,0.0,0.0
2026-09-10T22:03:53Z,postcheckout,0.0,0.0
2026-09-10T22:03:53Z,getcart,0.0,0.0
2026-09-10T22:03:53Z,postcart,0.0,0.0
2026-09-10T22:03:53Z,emptycart,0.0,0.0
2026-09-10T22:03:55Z,getproduct,0.0,0.0
2026-09-10T22:03:55Z,postcheckout,0.0,0.0
2026-09-10T22:03:55Z,getcart,0.0,0.0
2026-09-10T22:03:55Z,postcart,0.0,0.0
2026-09-10T22:03:55Z,emptycart,0.0,0.0
2026-09-10T22:03:57Z,getproduct,0.0,0.0
2026-09-10T22:03:57Z,postcheckout,0.0,0.0
2026-09-10T22:03:57Z,getcart,0.0,0.0
2026-09-10T22:03:57Z,postcart,0.0,0.0
2026-09-10T22:03:57Z,emptycart,0.0,0.0
2026-09-10T22:03:59Z,getproduct,0.0,0.0
2026-09-10T22:03:59Z,postcheckout,0.0,0.0
2026-09-10T22:03:59Z,getcart,0.0,0.0
2026-09-10T22:03:59Z,postcart,0.0,0.0
2026-09-10T22:03:59Z,emptycart,0.0,0.0
2026-09-10T22:04:01Z,getproduct,0.0,0.0
2026-09-10T22:04:01Z,postcheckout,0.0,0.0
2026-09-10T22:04:01Z,getcart,0.0,0.0
2026-09-10T22:04:01Z,postcart,0.0,0.0
2026-09-10T22:04:01Z,emptycart,0.0,0.0
2026-09-10T22:04:03Z,getproduct,0.0,0.0
2026-09-10T22:04:03Z,postcheckout,0.0,0.0
2026-09-10T22:04:03Z,getcart,0.0,0.0
2026-09-10T22:04:03Z,postcart,0.0,0.0
2026-09-10T22:04:03Z,emptycart,0.0,0.0
2026-09-10T22:04:05Z,getproduct,0.0,0.0
2026-09-10T22:04:05Z,postcheckout,0.0,0.0
2026-09-10T22:04:05Z,getcart,0.0,0.0
2026-09-10T22:04:05Z,postcart,0.0,0.0
2026-09-10T22:04:05Z,emptycart,0.0,0.0
2026-09-10T22:04:07Z,getproduct,0.0,0.0
2026-09-10T22:04:07Z,postcheckout,0.0,0.0
2026-09-10T22:04:07Z,getcart,0.0,0.0
2026-09-10T22:04:07Z,postcart,0.0,0.0
2026-09-10T22:04:07Z,emptycart,0.0,0.0
2026-09-10T22:04:09Z,getproduct,0.0,0.0
2026-09-10T22:04:09Z,postcheckout,0.0,0.0
2026-09-10T22:04:09Z,getcart,0.0,0.0
2026-09-10T22:04:09Z,postcart,0.0,0.0
2026-09-10T22:04:09Z,emptycart,0.0,0.0
2026-09-10T22:04:11Z,getproduct,0.0,0.0
2026-09-10T22:04:11Z,postcheckout,0.0,0.0
2026-09-10T22:04:11Z,getcart,0.0,0.0
2026-09-10T22:04:11Z,postcart,0.0,0.0
2026-09-10T22:04:11Z,emptycart,0.0,0.0
2026-09-10T22:04:13Z,getproduct,0.0,0.0
2026-09-10T22:04:13Z,postcheckout,0.0,0.0
2026-09-10T22:04:13Z,getcart,0.0,0.0
2026-09-10T22:04:13Z,postcart,0.0,0.0
2026-09-10T22:04:13Z,emptycart,0.0,0.0
2026-09-10T22:04:15Z,getproduct,0.0,0.0
2026-09-10T22:04:15Z,postcheckout,0.0,0.0
2026-09-10T22:04:15Z,getcart,0.0,0.0
2026-09-10T22:04:15Z,postcart,0.0,0.0
2026-09-10T22:04:15Z,emptycart,0.0,0.0
2026-09-10T22:04:17Z,getproduct,0.0,0.0
2026-09-10T22:04:17Z,postcheckout,0.0,0.0
2026-09-10T22:04:17Z,getcart,0.0,0.0
2026-09-10T22:04:17Z,postcart,0.0,0.0
2026-09-10T22:04:17Z,emptycart,0.0,0.0
2026-09-10T22:04:19Z,getproduct,0.0,0.0
2026-09-10T22:04:19Z,postcheckout,0.0,0.0
2026-09-10T22:04:19Z,getcart,0.0,0.0
2026-09-10T22:04:19Z,postcart,0.0,0.0
2026-09-10T22:04:19Z,emptycart,0.0,0.0
2026-09-10T22:04:21Z,getproduct,0.0,0.0
2026-09-10T22:04:21Z,postcheckout,0.0,0.0
2026-09-10T22:04:21Z,getcart,0.0,0.0
2026-09-10T22:04:21Z,postcart,0.0,0.0
2026-09-10T22:04:21Z,emptycart,0.0,0.0
2026-09-10T22:04:23Z,getproduct,0.0,0.0
2026-09-10T22:04:23Z,postcheckout,0.0,0.0
2026-09-10T22:04:23Z,getcart,0.0,0.0
2026-09-10T22:04:23Z,postcart,0.0,0.0
2026-09-10T22:04:23Z,emptycart,0.0,0.0
2026-09-10T22:04:25Z,getproduct,0.0,0.0
2026-09-10T22:04:25Z,postcheckout,0.0,0.0
2026-09-10T22:04:25Z,getcart,0.0,0.0
2026-09-10T22:04:25Z,postcart,0.0,0.0
2026-09-10T22:04:25Z,emptycart,0.0,0.0
2026-09-10T22:04:27Z,getproduct,0.0,0.0
2026-09-10T22:04:27Z,postcheckout,0.0,0.0
2026-09-10T22:04:27Z,getcart,0.0,0.0
2026-09-10T22:04:27Z,postcart,0.0,0.0
2026-09-10T22:04:27Z,emptycart,0.0,0.0
2026-09-10T22:04:29Z,getproduct,0.0,0.0
2026-09-10T22:04:29Z,postcheckout,0.0,0.0
2026-09-10T22:04:29Z,getcart,0.0,0.0
2026-09-10T22:04:29Z,postcart,0.0,0.0
2026-09-10T22:04:29Z,emptycart,0.0,0.0
2026-09-10T22:04:31Z,getproduct,0.0,0.0
2026-09-10T22:04:31Z,postcheckout,0.0,0.0
2026-09-10T22:04:31Z,getcart,0.0,0.0
2026-09-10T22:04:31Z,postcart,0.0,0.0
2026-09-10T22:04:31Z,emptycart,0.0,0.0
2026-09-10T22:04:33Z,getproduct,0.0,0.0
2026-09-10T22:04:33Z,postcheckout,0.0,0.0
2026-09-10T22:04:33Z,getcart,0.0,0.0
2026-09-10T22:04:33Z,postcart,0.0,0.0
2026-09-10T22:04:33Z,emptycart,0.0,0.0
2026-09-10T22:04:35Z,getproduct,0.0,0.0
2026-09-10T22:04:35Z,postcheckout,0.0,0.0
2026-09-10T22:04:35Z,getcart,0.0,0.0
2026-09-10T22:04:35Z,postcart,0.0,0.0
2026-09-10T22:04:35Z,emptycart,0.0,0.0
2026-09-10T22:04:37Z,getproduct,0.0,0.0
